taxonomy,drupal_internal__tid,drupal_internal__revision_id,langcode,revision_created,status,name,weight,changed,default_langcode,revision_translation_affected,path,content_translation_source,content_translation_outdated,content_translation_created,date,unique_id,lcnaf,viaf,authority,description,ulan,preferred_name_fuller_form,preferred_name_prefix,preferred_name_rest,preferred_name_suffix,primary_part_of_name
taxonomy_term--person,800,800,en,2021-10-08T20:35:33+00:00,True,"Alexander, Holmes, 1906-1985",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1906/1985,6081699c-9d12-4edf-bae6-d3c6ac94dd90,http://id.loc.gov/authorities/names/n50033308,http://viaf.org/viaf/24978477,http://viaf.org/viaf/24978477;viaf||http://id.loc.gov/authorities/names/n50033308;lcnaf,,,,,Holmes,,Alexander
taxonomy_term--person,801,801,en,2021-10-08T20:35:33+00:00,True,"Alexander, Karl",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,32651b12-d555-4241-95d5-e8cfbc37cee9,,,,,,,,Karl,,Alexander
taxonomy_term--person,802,802,en,2021-10-08T20:35:33+00:00,True,"Allen, Don Cameron, 1903-1972",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1903/1972,3884a6b2-3d53-4032-a080-0afbca1da8fd,http://id.loc.gov/authorities/names/n79077195,http://viaf.org/viaf/109688525,http://viaf.org/viaf/109688525;viaf||http://id.loc.gov/authorities/names/n79077195;lcnaf,,,,,Don Cameron,,Allen
taxonomy_term--person,803,803,en,2021-10-08T20:35:33+00:00,True,"Allen, James C.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,6c16dfac-8b96-4254-8607-c99933c938a5,,,,,,,,James C.,,Allen
taxonomy_term--person,804,804,en,2021-10-08T20:35:33+00:00,True,Altman,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,94509523-8029-4992-b510-b84c4d58a7b2,,,,,,,,,,Altman
taxonomy_term--person,805,805,en,2021-10-08T20:35:33+00:00,True,"Alyea, Hubert N. (Hubert Newcombe), 1903-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1903/,a07f8946-2b45-4623-b58c-7058d5d23b4c,http://id.loc.gov/authorities/names/n87813837,http://viaf.org/viaf/112693757,http://viaf.org/viaf/112693757;viaf||http://id.loc.gov/authorities/names/n87813837;lcnaf,,,Hubert Newcombe,,Hubert N.,,Alyea
taxonomy_term--person,806,806,en,2021-10-08T20:35:33+00:00,True,"Ambrose, Stephen E.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,d8e8f4e6-a34c-410b-9ad2-21e3e377c815,http://id.loc.gov/authorities/names/n79138556,http://viaf.org/viaf/109151847,http://viaf.org/viaf/109151847;viaf||http://id.loc.gov/authorities/names/n79138556;lcnaf,,,,,Stephen E.,,Ambrose
taxonomy_term--person,807,807,en,2021-10-08T20:35:33+00:00,True,"Ames, Joseph Sweetman, 1864-1943",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1864/1943,addfa22d-0d52-4334-a6c3-8735126e6a24,http://id.loc.gov/authorities/names/n80139808,http://viaf.org/viaf/49973068,http://viaf.org/viaf/49973068;viaf||http://id.loc.gov/authorities/names/n80139808;lcnaf,,,,,Joseph Sweetman,,Ames
taxonomy_term--person,808,808,en,2021-10-08T20:35:33+00:00,True,"Amzel, L. Mario",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,32a7d50b-83a3-4622-b291-8246178633f2,,,,,,,,L. Mario,,Amzel
taxonomy_term--person,809,809,en,2021-10-08T20:35:33+00:00,True,"Anderson, Charles Roberts, 1902-1999",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1902/1999,cd11abbf-32b7-4bae-95c0-1c7b03930b51,http://id.loc.gov/authorities/names/n50021506,http://viaf.org/viaf/71477786,http://viaf.org/viaf/71477786;viaf||http://id.loc.gov/authorities/names/n50021506;lcnaf,,,,,Charles Roberts,,Anderson
taxonomy_term--person,810,810,en,2021-10-08T20:35:33+00:00,True,"Anderson, Richard",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,7b6cb5c3-0140-4d20-b08f-037a263bfe06,,,,,,,,Richard,,Anderson
taxonomy_term--person,811,811,en,2021-10-08T20:35:33+00:00,True,"Anderson, Robert",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,00615221-9910-4c8a-a8a7-cc5fc531324c,,,,,,,,Robert,,Anderson
taxonomy_term--person,812,812,en,2021-10-08T20:35:33+00:00,True,"Andrews, Donald H. (Donald Hatch), 1898-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1898/,7fe54a97-8105-4eb8-872b-370cfb09f429,http://id.loc.gov/authorities/names/n89667181,http://viaf.org/viaf/109235187,http://viaf.org/viaf/109235187;viaf||http://id.loc.gov/authorities/names/n89667181;lcnaf,,,Donald Hatch,,Donald H.,,Andrews
taxonomy_term--person,813,813,en,2021-10-08T20:35:33+00:00,True,"Andrews, E. A. (Ethan Allen), 1859-1956",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1859/1956,5a8fd3ee-1707-4203-87c9-4675dc55f257,http://id.loc.gov/authorities/names/no2020049068,http://viaf.org/viaf/10629256,http://viaf.org/viaf/10629256;viaf||http://id.loc.gov/authorities/names/no2020049068;lcnaf,,,Ethan Allen,,E. A.,,Andrews
taxonomy_term--person,814,814,en,2021-10-08T20:35:33+00:00,True,"Angelos, Peter",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,ded69d0a-e19b-46f9-820f-94eed5d0885e,,,,,,,,Peter,,Angelos
taxonomy_term--person,815,815,en,2021-10-08T20:35:33+00:00,True,"Ansley, John H.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,887c3878-751b-46fc-b976-730725252273,,,,,,,,John H.,,Ansley
taxonomy_term--person,816,816,en,2021-10-08T20:35:33+00:00,True,Anviel,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,97b7e269-9a75-491f-bca9-83d742b28cbd,,,,,,,,,,Anviel
taxonomy_term--person,817,817,en,2021-10-08T20:35:33+00:00,True,Apeda,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,25dd803d-8f9b-45c2-8b5f-dbd22fd5548c,,,,,,,,,,Apeda
taxonomy_term--person,818,818,en,2021-10-08T20:35:33+00:00,True,"Armenian, Haroutune K.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,f2abc813-4212-49d7-9192-ffe01cd614ed,http://id.loc.gov/authorities/names/n86080946,http://viaf.org/viaf/56631943,http://viaf.org/viaf/56631943;viaf||http://id.loc.gov/authorities/names/n86080946;lcnaf,,,,,Haroutune K.,,Armenian
taxonomy_term--person,819,819,en,2021-10-08T20:35:33+00:00,True,"Armstrong, Lloyd, 1940-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1940/,16ed6964-d267-42c7-995e-93016dd5b0b2,http://id.loc.gov/authorities/names/n88610080,http://viaf.org/viaf/74411823,http://viaf.org/viaf/74411823;viaf||http://id.loc.gov/authorities/names/n88610080;lcnaf,,,,,Lloyd,,Armstrong
taxonomy_term--person,820,820,en,2021-10-08T20:35:33+00:00,True,"Arnold, Ken",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,f0161156-ba76-463b-950a-f06ff0d64d4c,,,,,,,,Ken,,Arnold
taxonomy_term--person,821,821,en,2021-10-08T20:35:33+00:00,True,"Arnowitz, Leonard",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,6f8ee7af-8b0e-4acc-8e32-794b8dca2490,,,,,,,,Leonard,,Arnowitz
taxonomy_term--person,822,822,en,2021-10-08T20:35:33+00:00,True,"Asper, Samuel P.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,f53996ba-0461-443a-93b6-33452fa63758,http://id.loc.gov/authorities/names/n88185375,http://viaf.org/viaf/40936820,http://viaf.org/viaf/40936820;viaf||http://id.loc.gov/authorities/names/n88185375;lcnaf,,,,,Samuel P.,,Asper
taxonomy_term--person,823,823,en,2021-10-08T20:35:33+00:00,True,"Astin, Allen Varley, 1904-1984",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1904/1984,2bf0390e-4ef2-4f40-9950-155d55bbe638,http://id.loc.gov/authorities/names/n95110643,http://viaf.org/viaf/46017867,http://viaf.org/viaf/46017867;viaf||http://id.loc.gov/authorities/names/n95110643;lcnaf,,,,,Allen Varley,,Astin
taxonomy_term--person,824,824,en,2021-10-08T20:35:33+00:00,True,"Avedon, Arthur",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,6a40f789-04a8-4b45-a6f0-f66bb150c021,,,,"Location information: New York, NY",,,,Arthur,,Avedon
taxonomy_term--person,825,825,en,2021-10-08T20:35:33+00:00,True,"Avery, William H.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,a3ec1128-11df-407d-8030-0c1c38789da4,http://id.loc.gov/authorities/names/n93076907,http://viaf.org/viaf/2560960,http://viaf.org/viaf/2560960;viaf||http://id.loc.gov/authorities/names/n93076907;lcnaf,,,,,William H.,,Avery
taxonomy_term--person,826,826,en,2021-10-08T20:35:33+00:00,True,"Azmi, Lubna",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,f9a8ce8f-228f-4f74-b5d4-426639ef76ff,,,,,,,,Lubna,,Azmi
taxonomy_term--person,827,827,en,2021-10-08T20:35:33+00:00,True,B.D.,0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,a5b56022-30e7-4476-bd5e-0358cda1bd76,,,,,,,,,,B.D.
taxonomy_term--person,828,828,en,2021-10-08T20:35:33+00:00,True,"Bachman, Paul",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,79586db6-38a2-48e3-99a6-757185ae545d,,,,,,,,Paul,,Bachman
taxonomy_term--person,829,829,en,2021-10-08T20:35:33+00:00,True,"Bachrach, Fabian, 1917-2010",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1917/2010,fe4b667a-3ce1-4a58-8826-f28c500e776b,,http://viaf.org/viaf/65807244,http://viaf.org/viaf/65807244;viaf,"Location information: Baltimore, MD",,,,Fabian,,Bachrach
taxonomy_term--person,830,830,en,2021-10-08T20:35:33+00:00,True,"Baetjer, Anna M. (Anna Medora), 1899-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1899/,109c7ed1-158e-42d0-beda-98ecf7a2a0cf,http://id.loc.gov/authorities/names/nr95009624,http://viaf.org/viaf/31884691,http://viaf.org/viaf/31884691;viaf||http://id.loc.gov/authorities/names/nr95009624;lcnaf,,,Anna Medora,,Anna M.,,Baetjer
taxonomy_term--person,831,831,en,2021-10-08T20:35:33+00:00,True,"Baetjer, Walter",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,430000e1-a105-47d1-879b-535aa1601055,,,,,,,,Walter,,Baetjer
taxonomy_term--person,832,832,en,2021-10-08T20:35:33+00:00,True,"Baez, Joan",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,0d2654d3-63e3-490f-b73b-96c6712ce98b,http://id.loc.gov/authorities/names/n50019193,http://viaf.org/viaf/112435547,http://viaf.org/viaf/112435547;viaf||http://id.loc.gov/authorities/names/n50019193;lcnaf,,,,,Joan,,Baez
taxonomy_term--person,833,833,en,2021-10-08T20:35:33+00:00,True,"Bahcall, John N.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,50f8ef09-3ad3-4f85-99c6-bb4ebaa27c4e,http://id.loc.gov/authorities/names/n81040797,http://viaf.org/viaf/56671543,http://viaf.org/viaf/56671543;viaf||http://id.loc.gov/authorities/names/n81040797;lcnaf,,,,,John N.,,Bahcall
taxonomy_term--person,834,834,en,2021-10-08T20:35:33+00:00,True,"Bain, Bill",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,0f31e404-3028-4871-a1cb-b25e98854f68,,,,,,,,Bill,,Bain
taxonomy_term--person,835,835,en,2021-10-08T20:35:33+00:00,True,"Baird, John Logie, 1888-1946",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1888/1946,540bde83-41f0-496b-aebd-623e501e459c,http://id.loc.gov/authorities/names/n50020858,http://viaf.org/viaf/3268201,http://viaf.org/viaf/3268201;viaf||http://id.loc.gov/authorities/names/n50020858;lcnaf,,,,,John Logie,,Baird
taxonomy_term--person,836,836,en,2021-10-08T20:35:33+00:00,True,"Baird, Walter S.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,e94ad294-3973-4294-bb84-48fe61aeb382,,,,,,,,Walter S.,,Baird
taxonomy_term--person,837,837,en,2021-10-08T20:35:33+00:00,True,"Baker, Ben",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,96333b44-6e72-4bd1-9992-0c75876115af,,,,,,,,Ben,,Baker
taxonomy_term--person,838,838,en,2021-10-08T20:35:33+00:00,True,"Baker, Benjamin M.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,81097e46-b418-44cb-b09c-82933ab75b8c,http://id.loc.gov/authorities/names/n85090054,http://viaf.org/viaf/1438303,http://viaf.org/viaf/1438303;viaf||http://id.loc.gov/authorities/names/n85090054;lcnaf,,,,,Benjamin M.,,Baker
taxonomy_term--person,839,839,en,2021-10-08T20:35:33+00:00,True,"Baker, Russell, 1925-2019",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1925/2019,fd02c209-ab21-4724-a609-a7c4391028cc,http://id.loc.gov/authorities/names/n80090282,http://viaf.org/viaf/109279127,http://viaf.org/viaf/109279127;viaf||http://id.loc.gov/authorities/names/n80090282;lcnaf,,,,,Russell,,Baker
taxonomy_term--person,840,840,en,2021-10-08T20:35:33+00:00,True,"Baker, Susan P., 1930-",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1930/,49220f13-6a60-418d-912e-5567766d8880,,,,,,,,Susan P.,,Baker
taxonomy_term--person,841,841,en,2021-10-08T20:35:33+00:00,True,"Baker, W. McNeill",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,2602c007-414f-4d17-b16b-6677534bc891,,,,,,,,W. McNeill,,Baker
taxonomy_term--person,842,842,en,2021-10-08T20:35:33+00:00,True,"Balachandran, Sanchita",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,668686a9-846e-4c2b-8039-4b84f20f4e59,,,,,,,,Sanchita,,Balachandran
taxonomy_term--person,843,843,en,2021-10-08T20:35:33+00:00,True,"Baldrey, Haynsworth, 1885-1946",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1885/1946,5731ce3c-be8a-4876-a511-3420659f8c1a,http://id.loc.gov/authorities/names/no2004081231,http://viaf.org/viaf/12022666,http://id.loc.gov/authorities/names/no2004081231;lcnaf||http://viaf.org/viaf/12022666;viaf,,,,,Haynsworth,,Baldrey
taxonomy_term--person,844,844,en,2021-10-08T20:35:33+00:00,True,"Baldwin, H. Furlong",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,20be9696-111d-432c-b2d5-e5fef5fcc88c,,,,,,,,H. Furlong,,Baldwin
taxonomy_term--person,845,845,en,2021-10-08T20:35:33+00:00,True,"Balestrero, Peter",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,51ce5f05-2d92-4326-a2e4-ac779e5ad727,,,,,,,,Peter,,Balestrero
taxonomy_term--person,846,846,en,2021-10-08T20:35:33+00:00,True,"Ball, Frederick K.",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,4d90c06a-f84b-408b-8e77-1153fb6cd3d7,,,,,,,,Frederick K.,,Ball
taxonomy_term--person,847,847,en,2021-10-08T20:35:33+00:00,True,"Ball, Gregory F. (Gregory Francis)",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,716da171-e8cf-45de-80c3-a139486a366c,http://id.loc.gov/authorities/names/n2012046628,http://viaf.org/viaf/256818625,http://viaf.org/viaf/256818625;viaf||http://id.loc.gov/authorities/names/n2012046628;lcnaf,,,Gregory Francis,,Gregory F.,,Ball
taxonomy_term--person,848,848,en,2021-10-08T20:35:33+00:00,True,"Ballentine, Robert",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,,6afeba64-fa00-40a2-ab49-222557c74f78,,,,,,,,Robert,,Ballentine
taxonomy_term--person,849,849,en,2021-10-08T20:35:33+00:00,True,"Baltimore, George Calvert, Baron, 1580?-1632",0,2021-10-08T20:35:33+00:00,True,True,"{'alias': None, 'pid': None, 'langcode': 'en'}",und,False,2021-10-08T20:35:33+00:00,1580?/1632,1eaecf7e-8054-4817-8621-35cd31047bda,http://id.loc.gov/authorities/names/n83173967,http://viaf.org/viaf/33084271,http://viaf.org/viaf/33084271;viaf||http://id.loc.gov/authorities/names/n83173967;lcnaf,,,,Baron,George Calvert,,Baltimore
